candidate_id,candidate_name,java_score,dotnet_score,data_engineering_score,recommended_subject
660,Johnathan Patel,13,93,85,Java
661,Kenneth Gardner,94,66,76,.NET
662,Ellen Malone,4,1,63,.NET
663,John Jordan,34,49,34,Java
664,Adam Buck,86,13,64,.NET
665,Richard King,92,55,52,Data Engineering
666,Diana Gonzales,74,92,96,Java
667,Sylvia Lewis,17,68,60,Java
668,Cynthia Lowe,75,43,4,Data Engineering
669,Andrea Moreno,8,45,93,Java
670,Helen Conley,73,5,68,.NET
671,Harold Villa,57,7,88,.NET
672,Brandi Hays,16,38,59,Java
673,Catherine Lewis,6,92,89,Java
674,Christopher Fisher PhD,45,43,18,Data Engineering
675,Cynthia Hensley,12,26,75,Java
676,Matthew Martinez,39,15,56,.NET
677,Sylvia Davis,41,90,7,Data Engineering
678,Joshua Rice,8,38,73,Java
679,Andrew Church,49,0,17,.NET
680,Jennifer Patterson,26,50,10,Data Engineering
681,Daniel Johnston,65,62,61,Data Engineering
682,Heather Bond,4,32,29,Java
683,Michelle Soto,28,49,4,Data Engineering
684,Michael Bonilla,36,53,87,Java
685,Brenda Jackson,37,26,76,.NET
686,Amber Walker,82,80,55,Data Engineering
687,Taylor Frank,7,78,35,Java
688,Donna Garcia,64,85,26,Data Engineering
689,Jeffery Schultz,85,18,31,.NET
690,Jacqueline Peterson,16,27,13,Data Engineering
691,Wayne Lowe DDS,70,22,40,.NET
692,Lauren Watts,88,63,65,.NET
693,Samuel Boyle,44,99,3,Data Engineering
694,Michael Lewis,3,38,10,Java
695,Teresa Alexander,35,48,100,Java
696,Lindsay Hines,69,58,47,Data Engineering
697,Pamela Alvarado,30,19,36,.NET
698,Timothy Harrell,18,60,12,Data Engineering
699,Mrs. Jean Hicks,60,8,72,.NET
700,Jeffrey Salazar,53,22,41,.NET
701,Rachel Craig,38,6,26,.NET
702,Jennifer Jones,90,30,65,.NET
703,Jacob Smith,73,59,46,Data Engineering
704,Angela Allen,89,60,90,.NET
705,Kenneth Garner,18,74,75,Java
706,Lindsay Holland,38,80,11,Data Engineering
707,April Sexton,66,99,66,Java
708,Benjamin Davila,44,25,25,.NET
709,Kristen Smith,12,99,78,Java
710,Rachael Hayes,91,81,26,Data Engineering
711,Jim Arroyo,57,53,34,Data Engineering
712,Tina Rivera,19,30,12,Data Engineering
713,Patricia Welch,91,98,55,Data Engineering
714,Ruben Thomas,71,40,68,.NET
715,Jennifer Hudson,60,27,42,.NET
716,Nicholas Fisher,38,89,80,Java
717,Monica Boyer,0,5,82,Java
718,Jason Lewis,2,33,83,Java
719,Heather Franklin,76,91,58,Data Engineering
720,Theresa Freeman,91,8,86,.NET
721,Nicole Brown,61,92,11,Data Engineering
722,Linda Taylor,62,97,95,Java
723,Heather Reeves,24,11,28,.NET
724,Christina King,55,15,4,Data Engineering
725,Misty Johnson,32,70,48,Java
726,Amanda Johnson,37,30,63,.NET
727,Mark Delgado,5,32,42,Java
728,Warren Hall,57,6,65,.NET
729,Crystal Baird,43,2,5,.NET
730,Pamela Johnson,44,19,84,.NET
731,Samantha Lynch,31,4,98,.NET
732,Raven Gray,44,66,14,Data Engineering
733,John Jackson,60,37,17,Data Engineering
734,Joel Buchanan,46,78,48,Java
735,Rebecca Benitez,20,98,46,Java
736,Kathy Hughes,79,55,1,Data Engineering
737,Rickey Jones,84,22,4,Data Engineering
738,William Phelps,74,96,36,Data Engineering
739,Christopher Fleming,100,1,5,.NET
740,Kristen Jones,35,99,41,Java
741,Grace Stone,98,20,50,.NET
742,Roger Schmitt,18,77,82,Java
743,Heidi Martinez,19,13,15,.NET
744,Tyler Nunez,56,61,75,Java
745,William Anderson,17,10,87,.NET
746,Lawrence Sanchez,46,3,72,.NET
747,Jessica Crawford,48,46,66,.NET
748,Joseph Stevens,13,93,80,Java
749,Christian Payne,14,99,29,Java
750,Kyle Young,30,19,26,.NET
751,Jeremy Wilson,0,51,87,Java
752,Charles Sanford,53,15,41,.NET
753,Angela Roman,2,97,63,Java
754,Jonathan Reyes,15,44,49,Java
755,Cody Hopkins,86,7,38,.NET
756,Rachel Escobar,56,61,6,Data Engineering
757,Jamie Padilla,74,83,72,Data Engineering
758,Pedro Carpenter,11,20,15,Java
759,Michael Hines,73,63,55,Data Engineering
760,Dr. Robert Lopez,95,29,10,Data Engineering
761,Marcia Thomas,15,35,8,Data Engineering
762,Eric Lee,71,4,0,Data Engineering
763,Helen Castillo,75,84,43,Data Engineering
764,Johnathan Wallace,23,37,34,Java
765,Donna Smith,27,86,83,Java
766,Mr. Jeffrey Cunningham DDS,7,18,50,Java
767,Justin Jordan,91,73,7,Data Engineering
768,Marcus Graham,35,26,70,.NET
769,Lawrence Lyons,89,98,36,Data Engineering
770,William Norman,7,12,100,Java
771,Daniel Walton,57,8,83,.NET
772,Dylan Charles,59,16,4,Data Engineering
773,Gabriel Robertson,49,94,75,Java
774,Jennifer Rice,27,43,20,Data Engineering
775,Taylor Roberts,91,44,83,.NET
776,Terry Cobb,100,87,4,Data Engineering
777,Stephanie Sanchez,40,41,22,Data Engineering
778,Kimberly Gilmore,99,50,56,.NET
779,James Dunn,63,82,70,Java
780,Carla Oconnell,26,57,64,Java
781,Teresa Perkins,62,57,24,Data Engineering
782,Steven Owens,16,29,18,Java
783,Megan Garcia,72,4,1,Data Engineering
784,Robert Martin,32,7,11,.NET
785,Dana Richardson,83,36,41,.NET
786,Linda Cook,76,46,24,Data Engineering
787,Keith Cruz II,91,99,95,Java
788,Jasmine Foster,28,88,47,Java
789,Shelby Glenn,12,44,81,Java
790,Mrs. Sharon Miller MD,45,4,30,.NET
791,Troy Quinn,34,96,57,Java
792,Dorothy Jones,5,62,60,Java
793,Morgan Hickman,81,85,43,Data Engineering
794,Christina Smith,68,46,8,Data Engineering
795,Eric Moore,46,24,20,Data Engineering
796,William Stewart,24,49,53,Java
797,Michael Williams,65,92,70,Java
798,Edward Adams,9,44,12,Java
799,Christine Phillips,55,29,83,.NET
800,Ashley Kim,29,47,12,Data Engineering
801,Mr. Kevin Grant,4,50,51,Java
802,Jennifer Harris,32,93,27,Data Engineering
803,Elizabeth Ellis,64,54,100,.NET
804,Claire Christensen,17,54,88,Java
805,Lisa Miller,95,45,45,.NET
806,Zachary Dixon,48,30,47,.NET
807,Jeffrey Baker,10,33,89,Java
808,Cheryl Morris,84,91,96,Java
809,George Wallace,25,73,39,Java
810,John Lowe,62,67,53,Data Engineering
811,Brandon Young,88,32,26,Data Engineering
812,Jeremy King,85,55,78,.NET
813,Leonard Lee,58,57,2,Data Engineering
814,Ronald Wells,26,56,92,Java
815,Brian Edwards,48,16,94,.NET
816,Charles Owens,76,10,58,.NET
817,Jamie Hernandez,32,70,17,Data Engineering
818,Richard Becker,97,80,23,Data Engineering
819,Edwin Green,98,91,60,Data Engineering
820,Andrea Wong,0,16,56,Java
821,Claire Adams,20,9,43,.NET
822,Michael Ochoa,54,25,46,.NET
823,Christopher Reynolds,5,5,71,Java
824,Steve Fritz,91,80,92,.NET
825,Alexandria Shelton,80,15,36,.NET
826,Sherry Costa,68,89,36,Data Engineering
827,Peggy Marshall,94,3,72,.NET
828,Timothy Bell,4,61,44,Java
829,Kristen Rodriguez,2,83,29,Java
830,Richard Green,52,63,14,Data Engineering
831,Alec Flynn,22,55,75,Java
832,Kathleen Hampton,100,74,26,Data Engineering
833,Rachael Hogan,52,22,46,.NET
834,Katherine Miller,36,32,46,.NET
835,Dana Lawrence,73,30,30,.NET
836,Cody Dennis,73,6,76,.NET
837,Dana Bailey,82,85,14,Data Engineering
838,Dwayne Cook,16,4,53,.NET
839,Autumn Jones,84,36,68,.NET
840,Anthony Hayden,77,0,41,.NET
841,Tanya Gomez,72,69,61,Data Engineering
842,Anthony Bell,0,44,24,Java
843,Donald Hutchinson,50,46,11,Data Engineering
844,Tracy Burke,44,67,8,Data Engineering
845,Aaron Boyd,76,93,89,Java
846,Michael Ward,3,29,36,Java
847,Cody Sweeney,61,80,8,Data Engineering
848,Amy Garcia,64,59,68,.NET
849,Donald Ferguson,31,23,54,.NET
850,Rachael Dunlap,33,30,45,.NET
851,Juan Turner,91,27,70,.NET
852,Christine Knox,94,44,40,Data Engineering
853,Jason Gibson,71,3,94,.NET
854,Chad Ortiz,38,60,100,Java
855,Michelle Moore,25,38,6,Data Engineering
856,Jared Finley,33,82,4,Data Engineering
857,Elizabeth Brown,53,23,51,.NET
858,Mark Smith,2,70,80,Java
859,Andrea Young,49,45,74,.NET
860,Steven Davis,11,52,36,Java
861,Alicia Boone,64,47,59,.NET
862,Shelby Spears,53,8,35,.NET
863,Katherine Hansen,4,21,90,Java
864,Dana Walsh,93,1,0,Data Engineering
865,Michelle Thompson,93,90,0,Data Engineering
866,Angela Porter,56,15,77,.NET
867,Angela Ballard,16,4,59,.NET
868,Matthew Clark,46,11,91,.NET
869,Ann Butler,22,51,40,Java
870,Frank Lee,78,25,64,.NET
871,Calvin Andrews,100,14,7,Data Engineering
872,Raymond Scott,84,66,40,Data Engineering
873,Elizabeth Gallegos,13,72,46,Java
874,Susan Bailey,65,58,89,.NET
875,Ryan Durham,74,91,35,Data Engineering
876,Mary Fuller,50,38,92,.NET
877,Jonathan Sanchez,37,62,3,Data Engineering
878,Barbara Campbell,63,99,41,Data Engineering
879,Andrew Garcia,97,24,1,Data Engineering
880,Kevin Morgan,37,40,93,Java
881,Gloria Rivera,49,27,46,.NET
882,Mrs. Laura Rivera,97,20,19,Data Engineering
883,Mr. Christian Weaver DDS,81,92,29,Data Engineering
884,Johnny Parker,29,88,81,Java
885,Krystal Gross,78,93,29,Data Engineering
886,Thomas Sims,90,60,98,.NET
887,Julie Martinez,50,56,0,Data Engineering
888,Laurie Jones DVM,62,10,57,.NET
889,Dr. Andrea Stafford,97,18,66,.NET
890,Leslie Foley,51,74,22,Data Engineering
891,Aaron Holmes,37,88,44,Java
892,Jennifer Hill,96,0,21,.NET
893,Renee Garcia,87,31,48,.NET
894,Lee Jackson,78,84,47,Data Engineering
895,Erin Williams,29,76,62,Java
896,Brian Johnson,50,33,47,.NET
897,Anthony Gonzalez,80,16,43,.NET
898,Steven Proctor,4,54,50,Java
899,Roberto Clark,28,18,61,.NET
900,Mackenzie Gamble,3,73,78,Java
901,Douglas Mitchell,9,41,40,Java
902,Casey Clark,55,58,79,Java
903,Travis Marks,16,72,26,Java
904,Edward Stephens,73,74,95,Java
905,Paul Bell,16,37,97,Java
906,Gregory Gonzalez,83,30,56,.NET
907,Peter Miller,87,65,41,Data Engineering
908,Wayne Pena,68,87,11,Data Engineering
909,Daniel Gomez,33,68,81,Java
910,Charles Dunn,5,49,81,Java
911,Patricia Green,52,29,59,.NET
912,Leslie Lewis,65,34,63,.NET
913,Julian Rodriguez,76,58,3,Data Engineering
914,Kyle Andrade,42,16,97,.NET
915,Paul Davis,74,94,38,Data Engineering
916,Rebecca Gillespie,22,65,18,Data Engineering
917,Jesus Oneal,54,79,61,Java
918,Olivia Hughes,79,20,44,.NET
919,Tammy Jordan,94,93,60,Data Engineering
920,Jessica Carter,74,51,30,Data Engineering
921,Amanda Ramsey,15,64,48,Java
922,Elizabeth Wright,7,13,30,Java
923,Michael Moore,3,15,41,Java
924,Chad Roberts,3,54,47,Java
925,Mark Taylor,55,8,19,.NET
926,Jamie Thomas,24,7,83,.NET
927,Steven Hill,66,72,95,Java
928,Jamie Powers,95,33,19,Data Engineering
929,Heather Hughes,66,32,15,Data Engineering
930,Kristina Lopez,26,85,56,Java
931,Mr. Casey Ray,92,93,18,Data Engineering
932,Makayla Davis,31,6,94,.NET
933,Mark Hernandez,49,81,12,Data Engineering
934,Cassandra Garcia,60,20,19,Data Engineering
935,Frank Ward,50,4,75,.NET
936,Theresa Scott,18,70,48,Java
937,Joshua Murphy,20,11,25,.NET
938,Reginald Craig,4,58,34,Java
939,Rebecca Estes,81,80,40,Data Engineering
940,Matthew Alvarado,91,57,9,Data Engineering
941,Tammy Chavez,41,87,75,Java
942,Brian Wong,60,36,23,Data Engineering
943,John Kim,21,82,72,Java
944,Stacey Benitez,20,44,68,Java
945,Bryan Sheppard,69,79,30,Data Engineering
946,Rose Kelley,0,24,53,Java
947,Ashley Torres,4,26,57,Java
948,Ronald Hill,11,50,97,Java
949,Victoria Weiss,89,41,59,.NET
950,Donald Hobbs,45,70,10,Data Engineering
951,Joshua Snyder,33,41,72,Java
952,Laura Lee,48,59,85,Java
953,Charles Sanchez,77,71,39,Data Engineering
954,Karen Anderson,89,78,54,Data Engineering
955,Sherri Chapman,44,57,46,Java
956,Patrick Miller,26,79,91,Java
957,Kimberly Brown,72,71,60,Data Engineering
958,Tiffany Bradshaw,25,99,79,Java
959,Monica Hall,46,95,73,Java
960,Gail Parker,85,80,33,Data Engineering
961,Amber Jacobs,55,99,61,Java
962,Brittany Lee,93,21,78,.NET
963,Michael Krause,62,95,81,Java
964,Chase Spencer,47,57,44,Data Engineering
965,Christian Luna,60,10,94,.NET
966,Casey Woods,80,5,4,Data Engineering
967,Franklin Brown,25,21,50,.NET
968,Brittany Hernandez,35,77,96,Java
969,Hannah Hill,0,91,57,Java
970,Leah Green,7,11,92,Java
971,Jennifer Nelson,98,26,2,Data Engineering
972,Sarah Wiley,51,0,22,.NET
973,Ronald Reid,78,63,9,Data Engineering
974,Jon Valdez,46,73,46,Java
975,James Perez,55,96,31,Data Engineering
976,Lindsey Jensen,85,79,47,Data Engineering
977,Patrick Lucas,13,38,26,Java
978,Chelsea Adams,89,59,35,Data Engineering
979,Michael Hall,27,69,87,Java
980,David Atkinson,86,53,53,.NET
981,Jennifer Benson,77,24,19,Data Engineering
982,Melanie Clark,87,19,2,Data Engineering
983,Ashley Tran,1,35,68,Java
984,Cameron Burke,25,22,2,Data Engineering
985,Heidi Molina,13,79,39,Java
986,Curtis Duran,58,0,59,.NET
987,Megan Mason,55,93,69,Java
988,Kylie Harris,6,26,78,Java
989,David Lopez,2,51,69,Java
990,Michael King,22,1,22,.NET
991,Greg Rose,17,20,59,Java
992,Katherine Walker,37,8,29,.NET
993,Ronald Howard,98,87,38,Data Engineering
994,Emily Ward,14,47,39,Java
995,William Rodriguez,63,38,47,.NET
996,Matthew Kelly,88,41,84,.NET
997,Dennis Lewis,100,70,44,Data Engineering
998,Lisa Jones,27,93,36,Java
999,Nicole Long,73,44,21,Data Engineering
1000,Austin Rogers,38,1,51,.NET
1001,Ryan Bennett,56,75,1,Data Engineering
1002,Brenda Roberts,16,76,13,Data Engineering
1003,Molly Thompson,85,66,17,Data Engineering
1004,Eric Greer,89,42,49,.NET
1005,Daniel Olson,43,17,14,Data Engineering
1006,Teresa Schwartz,24,38,36,Java
1007,Craig Kelly,16,5,1,Data Engineering
1008,Eric Cox,12,41,83,Java
1009,Lisa Johnson,83,51,73,.NET
1010,Nicholas Petersen,24,26,68,Java
1011,William Stokes,67,78,31,Data Engineering
1012,Scott Ortiz,9,14,65,Java
1013,Karen Beard,66,18,56,.NET
1014,Alyssa Miranda,17,61,60,Java
1015,Nicholas Fuentes,99,63,4,Data Engineering
1016,Seth Martin,85,50,84,.NET
1017,April Washington,33,46,17,Data Engineering
1018,April Cunningham,7,56,47,Java
1019,Nathan Torres,39,19,39,.NET
1020,Mary Mcintosh,82,19,67,.NET
1021,Ashley Wells,41,81,95,Java
1022,Karen Parker,40,63,99,Java
1023,Adam Fisher,100,97,55,Data Engineering
1024,Carl Jones,5,100,3,Data Engineering
1025,Bill Crawford,51,98,16,Data Engineering
1026,Jason Deleon,25,37,51,Java
1027,Mark Hernandez,63,37,62,.NET
1028,Courtney Harris,97,64,41,Data Engineering
1029,Darryl Thompson,58,75,32,Data Engineering
1030,Bryan Nelson,55,4,85,.NET
1031,Douglas Brooks,58,63,17,Data Engineering
1032,Logan Ross,69,26,26,.NET
1033,Christopher Clark,100,19,78,.NET
1034,Patrick Lane,32,59,60,Java
1035,Stephen Gibbs,52,39,24,Data Engineering
1036,Michele Davis,21,82,60,Java
1037,Whitney Moore,20,78,9,Data Engineering
1038,Jimmy Evans,69,5,79,.NET
1039,Wendy Lewis,69,72,3,Data Engineering
1040,Michael Collins,3,35,30,Java
1041,Regina Newman,93,86,31,Data Engineering
1042,Christine Hansen,74,73,23,Data Engineering
1043,Michael Garcia,61,64,58,Data Engineering
1044,Beth Taylor,61,10,17,.NET
1045,Wendy Martinez,93,48,95,.NET
1046,Kimberly Martin,94,83,91,.NET
1047,Jessica Melton,23,27,74,Java
1048,Henry Riddle,54,21,71,.NET
1049,Janet Diaz,8,83,64,Java
1050,April Williams,2,46,1,Data Engineering
1051,Jeremy Jones,30,79,20,Data Engineering
1052,Alex Scott,39,65,82,Java
1053,David Myers,100,24,41,.NET
1054,Charles Farrell PhD,35,90,93,Java
1055,Michael King,23,66,24,Java
1056,Dustin Padilla,94,86,52,Data Engineering
1057,Dylan Alvarez,5,31,8,Java
1058,Michael Hernandez,65,16,41,.NET
1059,Michele Fowler,83,39,27,Data Engineering
1060,Patrick Huffman,91,83,36,Data Engineering
1061,Teresa Sanchez,74,29,60,.NET
1062,Brittany Thomas,3,58,58,Java
1063,Christopher Young,78,27,31,.NET
1064,Steven Robinson,5,46,40,Java
1065,Shannon Perkins,93,22,74,.NET
1066,Kelly Duran,50,82,84,Java
1067,Craig Kramer,61,56,23,Data Engineering
1068,Frank Johnson,56,88,64,Java
1069,Patty Allen,65,87,79,Java
1070,Lydia Thompson,78,0,87,.NET
1071,Donald Calhoun,74,91,9,Data Engineering
1072,Alexis Moon,7,28,95,Java
1073,Tommy Murphy,25,49,91,Java
1074,Aaron Gutierrez,50,63,49,Data Engineering
1075,Alex White,44,98,96,Java
1076,David Davis,43,80,62,Java
1077,Edwin Hayes,4,74,85,Java
1078,Antonio Cherry,69,36,64,.NET
1079,Rachel Farmer,25,60,98,Java
1080,Gary Russell,67,6,57,.NET
1081,Samantha Luna,18,89,75,Java
1082,Meghan Rivera,83,86,45,Data Engineering
1083,Jamie Rodriguez,96,63,88,.NET
1084,Elizabeth Tran,19,17,27,.NET
1085,Daniel Gardner,11,28,80,Java
1086,Alexandra West,46,97,79,Java
1087,Erica Garcia,0,59,95,Java
1088,Tammy Jones,89,53,58,.NET
1089,Anthony Thomas,13,71,3,Data Engineering
1090,Michelle Johnson,63,20,40,.NET
1091,Sara Maxwell,37,20,59,.NET
1092,Heidi Hubbard,36,57,61,Java
1093,Mark Everett,10,48,10,Java
1094,Joseph Bailey Jr.,99,35,19,Data Engineering
1095,Scott Gilbert,76,16,89,.NET
1096,Robert Stewart,2,79,6,Java
1097,Lisa Wilcox,32,52,94,Java
1098,Debbie Ruiz,5,14,61,Java
1099,Dustin Johnson,49,78,6,Data Engineering
1100,Matthew Henry,9,39,63,Java
1101,Theresa Cruz,4,80,57,Java
1102,Michael Watkins,22,50,3,Data Engineering
1103,Sarah Simmons,9,64,71,Java
1104,John Ibarra,43,12,13,.NET
1105,Melissa Acevedo,1,37,85,Java
1106,Micheal Haynes,12,73,22,Java
1107,Ashley Curtis,39,96,88,Java
1108,Lisa Smith,1,25,35,Java
1109,Judy Green,83,75,89,.NET
1110,Jennifer Montoya,64,82,23,Data Engineering
1111,Jeremy Henry,62,14,81,.NET
1112,Patrick Mckee,100,4,20,.NET
1113,Emma Ortiz,72,1,62,.NET
1114,Anne Smith,16,77,46,Java
1115,Jeffrey Barrett,8,92,68,Java
1116,Mark White,74,64,14,Data Engineering
1117,Robert Conley,14,76,30,Java
1118,Micheal Perry,23,59,89,Java
1119,Kelly Sexton,37,95,3,Data Engineering
1120,Erin Martinez,34,97,3,Data Engineering
1121,Cassandra Stone,93,55,43,Data Engineering
1122,Jessica Foster,94,77,60,Data Engineering
1123,Timothy Welch,48,37,62,.NET
1124,Charlene Reed,68,56,82,.NET
1125,Ashley Martinez,61,50,25,Data Engineering
1126,Andrea Hester,59,40,49,.NET
1127,David Hogan,49,78,32,Data Engineering
1128,David Donaldson,77,69,3,Data Engineering
1129,Jacob Petty,74,92,56,Data Engineering
1130,Helen Lewis,8,100,61,Java
1131,Lucas Lloyd,33,82,87,Java
1132,Lindsey Yoder,75,51,94,.NET
1133,Melissa Cole DVM,98,0,33,.NET
1134,Kevin Jones,34,84,33,Data Engineering
1135,Cynthia Norris,0,17,1,Java
1136,Daniel Gibson,39,26,42,.NET
1137,Christopher Thomas,63,91,71,Java
1138,Lauren Levine,21,71,48,Java
1139,Rebecca Sims,59,94,20,Data Engineering
1140,Susan Robinson,63,75,11,Data Engineering
1141,Sandra Norris,92,41,35,Data Engineering
1142,Gina Hicks,71,5,0,Data Engineering
1143,Barbara Oconnell,10,89,41,Java
1144,Jonathan Mitchell,100,79,15,Data Engineering
1145,Margaret Gamble,13,93,48,Java
1146,Tim Young,59,82,5,Data Engineering
1147,Thomas Moore,29,81,96,Java
1148,Katherine Martin,34,23,12,Data Engineering
1149,James Anderson,84,44,44,.NET
1150,Joshua Boyd,36,83,8,Data Engineering
1151,Kimberly Hernandez,4,70,98,Java
1152,Rebecca Smith,82,6,27,.NET
1153,Sonya Baker,77,15,63,.NET
1154,Jessica Cabrera,25,57,33,Java
1155,Stephen Gonzalez,61,56,31,Data Engineering
1156,Jesse Stephens,3,41,64,Java
1157,Nathan Thompson,88,13,88,.NET
1158,Douglas Smith,41,55,51,Java
1159,Laura Newman,88,11,73,.NET
1160,Dr. Steven Gould,17,92,65,Java
1161,Linda Thornton,39,14,3,Data Engineering
1162,Andrew Mullen,71,7,24,.NET
1163,David Gutierrez,38,57,79,Java
1164,Kimberly Reed,13,52,62,Java
1165,Steven Humphrey,31,8,39,.NET
1166,James Jones,50,45,68,.NET
1167,Katherine Garcia,37,91,55,Java
1168,Lindsey Armstrong,96,90,22,Data Engineering
1169,Erin Franklin,22,6,83,.NET
1170,Justin Hernandez,62,43,2,Data Engineering
1171,Melissa Snow,14,13,64,.NET
1172,Brenda Gates,96,74,50,Data Engineering
1173,Barbara Cook,24,95,24,Java
1174,Krystal Cox,16,91,79,Java
1175,Jenna Moreno,96,5,40,.NET
1176,Nicholas Reed,65,34,4,Data Engineering
1177,Christina Smith,77,69,99,.NET
1178,Michael Davis,52,60,63,Java
1179,Benjamin Alvarez,50,23,5,Data Engineering
1180,Tamara Miller,38,72,75,Java
1181,Tracy Hill,50,1,45,.NET
1182,Erica Banks,69,77,22,Data Engineering
1183,Lisa Lopez,5,50,37,Java
1184,Mr. Nicholas Jackson,66,30,4,Data Engineering
1185,Eric Price,6,93,60,Java
1186,Dan Wiley,50,26,1,Data Engineering
1187,Renee Rice,71,99,2,Data Engineering
1188,Terry Miller,41,30,6,Data Engineering
1189,Ryan Gay,63,69,89,Java
1190,David Lucas,14,42,75,Java
1191,Wendy Smith,28,81,49,Java
1192,Mark Velasquez,32,51,59,Java
1193,Jack Lopez,93,13,64,.NET
1194,Shannon Powell,26,58,64,Java
1195,Thomas Oliver,35,19,96,.NET
1196,Joshua Peterson,28,51,61,Java
1197,Jamie Silva,37,74,53,Java
1198,Austin Ware,56,100,52,Data Engineering
1199,Nicholas Martinez,96,39,8,Data Engineering
1200,Robert Hunt,100,67,0,Data Engineering
1201,Sarah Thompson,26,43,14,Data Engineering
1202,Deanna Burke,54,5,88,.NET
1203,Alexis Wilson,32,86,35,Java
1204,Johnny Murphy,67,56,9,Data Engineering
1205,Alex Castro,85,57,49,Data Engineering
1206,Andre Rosario,65,71,30,Data Engineering
1207,Michael Hodges,9,29,83,Java
1208,Lori Gilmore,4,99,68,Java
1209,Peter Mason,73,51,91,.NET
